ENSEMBL	X1_CTR_BC_2	X2_TGF_BC_4	X3_IR_BC_5	X4_CTR_BC_6	X5_TGF_BC_7	X6_IR_BC_12	X7_CTR_BC_13	X8_TGF_BC_14	X9_IR_BC_15
ENSG00000198728	2657	3470	2397	2805	2756	2285	2195	3089	3037
ENSG00000198729	0	3	10	2	12	1	1	2	2
ENSG00000198730	2930	2646	2930	2850	2676	3097	2831	2521	3092
ENSG00000198732	59	29	36	53	20	34	25	38	24
ENSG00000198734	0	0	0	0	2	0	0	0	0
ENSG00000198736	589	645	602	590	507	525	440	632	668
ENSG00000198738	1	0	0	0	0	0	0	0	0
ENSG00000198739	0	0	0	0	0	0	0	0	0
ENSG00000198740	375	391	270	387	402	272	349	346	257
ENSG00000198742	1309	1400	1130	1411	1248	1103	1124	1363	1329
ENSG00000198743	3700	3572	3901	3660	3001	3619	3841	2628	4481
ENSG00000198744	128	121	182	158	185	250	165	95	200
ENSG00000198746	178	280	153	220	259	133	171	301	145
ENSG00000198752	4947	6050	4618	5270	5230	4363	4393	5745	5242
ENSG00000198753	514	684	683	592	516	698	435	687	940
ENSG00000198754	48	45	47	21	24	22	33	21	80
ENSG00000198755	19309	22005	12974	20423	20387	12525	16490	20841	13871
ENSG00000198756	47	97	93	103	107	103	71	94	49
ENSG00000198758	2	0	0	0	0	6	0	0	0
ENSG00000198759	60	69	18	77	83	38	56	60	21
ENSG00000198763	53977	59972	64628	62574	53363	74093	62665	50760	77674
ENSG00000198765	5	6	14	8	2	11	4	7	13
ENSG00000198768	289	1472	274	322	1076	330	256	1227	334
ENSG00000198771	8	7	8	2	7	6	4	7	8
ENSG00000198774	14	31	12	11	17	6	15	25	30
ENSG00000198780	33	31	20	20	39	22	34	36	16
ENSG00000198783	429	525	323	469	470	296	469	507	290
ENSG00000198785	3	8	1	8	10	9	13	1	12
ENSG00000198786	88180	83952	113114	102919	76139	128941	102880	72961	141047
ENSG00000198787	0	0	0	0	0	0	0	0	0
ENSG00000198788	1	1	2	0	1	0	5	1	0
ENSG00000198791	3565	3838	3203	3702	3682	3072	3516	3090	3155
ENSG00000198792	4445	5051	3981	4342	3854	3588	3195	5087	4717
ENSG00000198793	2449	2752	2259	2556	2379	2299	2020	2458	2777
ENSG00000198794	83	139	101	96	100	104	66	112	148
ENSG00000198795	1290	1568	681	1483	1578	752	1257	1364	896
ENSG00000198796	4660	6194	5783	5136	5663	5593	4435	5193	6244
ENSG00000198797	11	19	7	30	26	1	7	13	13
ENSG00000198798	0	0	4	0	0	3	0	2	4
ENSG00000198799	746	837	732	823	734	626	769	725	705
ENSG00000198804	443576	448146	499312	486415	387251	537513	442570	443561	609884
ENSG00000198805	616	799	480	558	682	458	452	660	479
ENSG00000198807	3	3	0	0	0	0	3	0	0
ENSG00000198812	1	1	2	2	3	0	0	2	2
ENSG00000198814	1101	863	557	1127	769	508	983	732	544
ENSG00000198815	1913	2289	1598	1858	1936	1475	1867	1892	1533
ENSG00000198816	690	1306	479	773	864	414	546	1284	575
ENSG00000198818	1568	1370	1248	1428	1254	1146	1205	1193	1255
ENSG00000198821	0	0	0	0	0	0	1	0	0
ENSG00000198822	2	4	1	1	1	3	2	2	2
ENSG00000198824	1604	1837	1214	1646	1805	1298	1597	1602	1497
ENSG00000198825	1869	1888	1728	1835	1833	1850	1744	1631	1942
ENSG00000198826	1902	2244	587	1741	2141	605	1689	1779	493
ENSG00000198829	1	1	2	0	0	1	4	0	0
ENSG00000198830	7076	9244	3595	6878	8333	3674	5731	7928	3717
ENSG00000198832	3620	3715	4002	4114	3098	3564	2841	4177	4595
ENSG00000198833	3930	4510	3659	4119	4204	3231	4141	3885	3352
ENSG00000198835	19	15	10	27	15	3	1	25	13
ENSG00000198836	2645	2736	2567	3097	2717	2609	2748	2409	2778
ENSG00000198837	1148	1617	595	1144	1188	552	787	1449	825
ENSG00000198838	81	107	74	88	86	102	79	73	81
ENSG00000198839	1025	897	755	988	918	757	872	741	668
ENSG00000198840	17709	16626	23985	23187	17405	28809	23769	15428	31991
ENSG00000198841	363	440	246	366	364	242	287	359	349
ENSG00000198842	0	0	0	0	0	0	0	0	0
ENSG00000198843	5371	4116	6212	4815	3996	5952	5060	3538	6321
ENSG00000198844	4	4	1	1	0	2	0	1	1
ENSG00000198846	403	629	77	413	567	116	343	543	127
ENSG00000198848	13	44	9	18	36	15	10	25	16
ENSG00000198851	0	0	0	0	0	0	0	0	1
ENSG00000198853	1567	2303	1788	1545	1764	1781	1052	2324	2384
ENSG00000198854	0	0	0	0	0	0	0	0	0
ENSG00000198855	444	509	588	601	428	550	449	520	692
ENSG00000198856	10511	10682	9954	10930	10516	9833	10411	8663	9782
ENSG00000198857	0	6	2	14	1	0	3	7	0
ENSG00000198858	856	1346	755	1036	1087	707	766	1338	979
ENSG00000198860	1245	1903	1008	1467	1795	923	1313	1476	957
ENSG00000198862	2201	2112	1847	2219	1832	1876	2091	1665	2105
ENSG00000198863	767	806	758	826	694	849	727	761	906
ENSG00000198865	205	206	80	200	220	97	356	194	96
ENSG00000198868	7	8	17	18	12	19	27	5	21
ENSG00000198870	23	23	22	12	18	14	18	18	14
ENSG00000198873	2506	1728	1572	2667	1533	1373	2061	2020	1668
ENSG00000198874	658	827	595	673	711	574	609	705	580
ENSG00000198876	1370	1651	1015	1404	1519	938	1108	1402	1101
ENSG00000198879	797	275	516	953	273	441	719	329	503
ENSG00000198881	0	0	0	0	0	0	0	0	0
ENSG00000198883	0	0	0	0	0	0	0	0	1
ENSG00000198885	85	128	43	119	107	38	85	122	48
ENSG00000198886	192895	184640	231232	219757	155943	263678	222225	161320	282354
ENSG00000198887	3071	3494	2043	3182	3375	2130	3252	2673	2046
ENSG00000198888	53013	55177	62248	63427	52366	72690	62135	48273	85401
ENSG00000198889	0	0	0	0	0	0	0	0	0
ENSG00000198890	590	662	396	507	677	428	485	606	442
ENSG00000198892	869	764	926	887	661	765	551	888	987
ENSG00000198894	787	845	901	768	739	757	698	722	945
ENSG00000198898	7950	6811	7489	7708	6550	7322	7147	5630	7087
ENSG00000198899	117508	130801	129006	132729	108840	147346	131658	117595	153746
ENSG00000198900	5805	5759	4529	6088	5821	4446	6233	4983	4514
ENSG00000198901	2517	3500	522	2281	2867	685	2048	2713	594
ENSG00000198908	362	373	242	325	357	259	344	294	249
ENSG00000198909	1098	1387	938	1192	1157	891	853	1344	1228
ENSG00000198910	10502	7138	14231	10829	5591	13569	7625	8352	17634
ENSG00000198911	4451	4633	4183	4561	3843	3960	3444	4673	4954
ENSG00000198912	788	941	585	694	792	642	681	845	595
ENSG00000198914	0	0	2	0	0	0	0	1	0
ENSG00000198915	7	10	12	3	3	11	12	9	5
ENSG00000198917	721	975	466	640	795	476	478	1000	573
ENSG00000198918	15826	14402	13560	15879	15078	13892	14836	13073	13488
ENSG00000198919	1159	1056	697	1131	1069	721	1099	887	758
ENSG00000198920	1116	1192	983	1253	1094	991	1135	1058	1131
ENSG00000198923	0	0	0	0	1	0	0	0	0
ENSG00000198924	484	545	343	456	528	313	424	512	434
ENSG00000198925	2133	2775	1854	2133	2153	1793	1466	2732	2314
ENSG00000198929	51	30	35	54	32	14	42	29	59
ENSG00000198930	0	0	0	0	0	0	0	1	1
ENSG00000198931	1027	1264	1105	1106	1001	1041	723	1364	1309
ENSG00000198932	506	430	328	517	388	336	476	409	410
ENSG00000198933	481	763	472	513	556	428	306	759	587
ENSG00000198934	80	80	95	93	67	66	74	72	102
ENSG00000198937	191	301	242	226	294	303	247	293	303
ENSG00000198938	165822	165519	177488	180622	144602	190300	164591	167655	210551
ENSG00000198939	59	46	58	51	47	66	65	34	54
ENSG00000198944	7	2	2	4	3	0	2	6	2
ENSG00000198945	999	1093	820	1025	1037	689	948	882	819
ENSG00000198947	240	642	434	277	577	404	252	461	391
ENSG00000198948	11	24	21	5	24	18	7	17	32
ENSG00000198951	1595	1542	1310	1541	1256	1115	1305	1462	1434
ENSG00000198952	3178	3697	2697	2903	2767	2435	2317	3755	3208
ENSG00000198954	2364	2234	2506	2250	2029	2358	2367	1933	2700
ENSG00000198959	14629	29300	14024	15809	22607	13437	11630	24655	16324
ENSG00000198960	1163	1337	1163	1248	1289	876	1184	1244	1224
ENSG00000198961	8402	7216	7352	8246	6911	6997	7778	6255	7413
ENSG00000198963	29	33	3	40	32	15	47	24	13
ENSG00000198964	897	860	867	800	762	973	810	723	928
ENSG00000198965	0	0	0	0	0	0	0	0	0
ENSG00000198967	0	1	1	0	4	0	3	0	0
ENSG00000198972	0	0	0	0	0	0	0	0	0
ENSG00000198973	0	0	0	0	0	0	0	0	0
ENSG00000198974	0	0	0	0	0	0	0	0	0
ENSG00000198975	0	0	1	0	0	0	0	0	5
ENSG00000198976	0	0	0	0	0	0	0	0	0
ENSG00000198982	0	0	0	0	0	0	0	0	0
ENSG00000198983	0	0	0	0	0	0	0	0	0
ENSG00000198984	0	0	0	0	0	0	0	0	0
ENSG00000198987	0	0	0	0	0	0	0	0	0
ENSG00000198995	0	0	0	0	0	0	0	0	0
ENSG00000198997	0	0	0	0	0	0	0	0	0
ENSG00000199001	0	0	0	0	0	0	0	0	0
ENSG00000199005	11	2	5	8	1	0	1	0	0
ENSG00000199012	0	0	0	0	0	1	0	4	0
ENSG00000199015	2	0	0	0	0	0	0	1	0
ENSG00000199017	0	0	0	0	0	0	0	0	0
ENSG00000199020	0	0	0	0	0	0	0	0	0
ENSG00000199023	0	0	0	0	0	0	0	0	0
ENSG00000199024	0	1	2	0	0	0	1	0	0
ENSG00000199025	1	5	1	2	0	3	3	1	3
ENSG00000199030	0	0	0	0	1	0	0	0	0
ENSG00000199031	0	0	0	0	0	0	0	0	0
ENSG00000199032	0	0	0	0	0	0	0	0	0
ENSG00000199035	0	0	0	0	0	0	0	0	0
ENSG00000199036	1	0	0	0	0	1	0	0	0
ENSG00000199038	3	0	0	5	8	3	0	4	2
ENSG00000199043	0	0	0	0	0	0	0	0	0
ENSG00000199047	0	0	0	0	0	0	0	0	0
ENSG00000199051	0	0	0	0	0	0	0	0	0
ENSG00000199053	7	19	10	11	8	4	11	11	8
ENSG00000199059	0	0	0	0	0	0	0	0	0
ENSG00000199065	0	0	0	0	0	0	0	0	0
ENSG00000199069	0	0	0	0	0	0	0	0	0
ENSG00000199072	2	2	0	1	1	0	2	2	10
ENSG00000199075	0	0	0	0	0	0	0	0	0
ENSG00000199077	0	0	0	0	0	0	0	0	0
ENSG00000199080	0	0	0	0	0	0	0	0	0
ENSG00000199082	0	0	0	0	0	0	0	0	0
ENSG00000199085	0	0	0	0	0	0	0	0	0
ENSG00000199088	0	0	0	0	0	0	0	0	0
ENSG00000199090	0	0	0	0	0	0	0	0	0
ENSG00000199092	0	3	1	2	0	0	1	0	3
ENSG00000199094	0	1	0	0	0	0	0	0	0
ENSG00000199095	0	0	0	0	0	0	0	0	0
ENSG00000199102	2	0	0	0	0	0	0	0	0
ENSG00000199104	0	0	0	0	0	0	0	0	0
ENSG00000199107	4	4	1	2	5	0	0	3	0
ENSG00000199109	0	0	0	0	0	0	0	0	0
ENSG00000199121	0	0	0	0	0	0	0	0	0
ENSG00000199122	0	0	0	0	2	0	0	0	0
ENSG00000199127	0	0	0	0	0	0	0	0	0
ENSG00000199130	0	0	0	0	0	0	0	0	0
ENSG00000199132	0	1	0	0	0	2	0	0	0
ENSG00000199133	18	18	7	16	15	3	14	18	13
ENSG00000199135	0	0	0	0	0	0	0	0	0
ENSG00000199143	0	0	0	0	0	0	0	0	0
ENSG00000199145	0	0	0	0	0	0	0	0	0
ENSG00000199150	0	0	0	0	0	0	0	0	0
ENSG00000199151	0	0	0	0	0	0	0	0	0
ENSG00000199153	0	0	0	0	0	0	0	0	0
ENSG00000199156	0	0	0	0	0	0	0	0	0
ENSG00000199157	0	0	0	0	0	0	0	0	0
ENSG00000199158	0	0	0	0	0	0	0	0	0
ENSG00000199161	0	0	0	0	0	0	0	0	0
ENSG00000199165	0	1	0	0	0	0	0	0	0
ENSG00000199168	0	0	0	0	0	0	0	0	0
ENSG00000199169	0	0	0	0	0	0	0	0	0
ENSG00000199172	0	0	0	0	0	0	0	0	0
ENSG00000199177	0	0	0	0	0	0	0	0	0
ENSG00000199179	0	0	0	0	1	0	0	0	0
ENSG00000199196	0	0	0	0	0	0	0	0	0
ENSG00000199197	0	0	0	0	0	0	0	0	0
ENSG00000199200	0	0	0	0	0	0	0	0	0
ENSG00000199201	0	0	0	0	0	0	0	0	0
ENSG00000199202	0	0	0	0	0	0	0	0	0
ENSG00000199203	0	0	0	0	0	0	0	0	0
ENSG00000199204	0	0	0	0	0	0	0	0	0
ENSG00000199212	0	0	0	0	0	0	0	0	0
ENSG00000199217	0	0	0	0	0	0	0	0	0
ENSG00000199218	0	0	0	0	0	0	0	0	0
ENSG00000199219	0	0	0	0	0	0	0	0	0
ENSG00000199220	0	0	0	0	0	0	0	0	0
ENSG00000199222	0	0	0	0	0	0	0	0	0
ENSG00000199223	0	0	0	0	0	0	0	0	0
ENSG00000199224	0	0	0	0	0	0	0	0	0
ENSG00000199226	0	0	0	0	0	0	0	0	0
ENSG00000199231	0	0	0	0	0	0	0	0	0
ENSG00000199237	2	0	0	0	0	0	0	0	0
ENSG00000199240	0	0	0	0	0	0	0	0	0
ENSG00000199241	0	0	0	0	0	0	0	0	0
ENSG00000199245	0	0	0	0	0	0	0	0	0
ENSG00000199246	0	0	0	0	0	0	0	0	0
ENSG00000199248	0	0	1	0	0	0	0	0	0
ENSG00000199251	0	0	0	0	0	0	0	0	0
ENSG00000199260	0	0	0	0	0	0	0	0	0
ENSG00000199263	0	0	0	0	0	0	0	1	0
ENSG00000199266	0	1	0	5	4	8	0	1	3
ENSG00000199272	0	0	0	0	0	0	0	0	0
ENSG00000199273	0	0	0	0	0	3	0	0	0
ENSG00000199276	0	0	0	0	0	0	0	0	0
ENSG00000199279	0	0	0	0	0	0	0	0	0
ENSG00000199282	0	0	0	0	0	0	0	0	0
ENSG00000199283	0	0	0	0	0	0	0	0	0
ENSG00000199285	0	0	1	4	2	0	1	0	0
ENSG00000199286	0	0	0	0	0	0	0	0	0
ENSG00000199289	0	0	0	0	0	0	0	0	0
ENSG00000199290	0	0	0	0	0	0	0	0	0
ENSG00000199291	1	0	0	0	0	0	0	0	0
ENSG00000199293	0	1	0	0	0	8	5	3	3
ENSG00000199295	0	0	0	0	0	0	0	0	0
ENSG00000199299	0	0	0	0	0	0	0	0	0
ENSG00000199301	0	2	0	0	0	0	0	0	0
ENSG00000199303	0	0	0	1	0	0	0	0	0
ENSG00000199306	0	0	0	0	0	0	0	0	0
ENSG00000199308	0	0	0	0	0	0	0	0	2
ENSG00000199311	0	0	0	0	0	0	0	0	0
ENSG00000199313	1	0	0	0	0	0	0	0	0
ENSG00000199315	0	0	0	0	0	0	0	0	0
ENSG00000199318	0	0	0	0	0	0	0	0	0
ENSG00000199319	2	0	0	0	0	0	0	1	0
ENSG00000199321	0	0	0	0	0	0	0	0	0
ENSG00000199322	0	0	0	0	0	0	0	0	0
ENSG00000199325	0	0	0	0	0	0	0	0	0
ENSG00000199326	0	0	0	1	0	0	0	0	0
ENSG00000199327	0	0	0	0	0	0	0	0	0
ENSG00000199331	0	0	4	1	1	0	0	1	7
ENSG00000199332	10	18	11	17	19	29	14	19	5
ENSG00000199335	0	0	1	0	0	0	0	0	0
ENSG00000199347	0	3	1	0	0	5	0	0	13
ENSG00000199348	0	0	0	0	0	0	0	0	0
ENSG00000199349	0	0	2	0	0	0	0	0	11
ENSG00000199350	0	0	0	0	0	0	0	0	0
ENSG00000199352	12	27	9	16	37	22	14	11	13
ENSG00000199354	0	0	0	0	0	0	0	0	0
ENSG00000199357	0	0	0	0	0	0	0	0	0
ENSG00000199360	0	0	0	0	0	0	0	0	0
ENSG00000199361	0	0	0	0	0	0	0	0	0
ENSG00000199362	0	0	0	0	0	0	0	0	0
ENSG00000199363	3	1	0	1	0	0	0	1	0
ENSG00000199364	0	0	0	0	0	0	0	0	0
ENSG00000199366	0	0	0	0	0	0	0	0	0
ENSG00000199368	0	0	0	0	0	0	0	0	0
ENSG00000199370	0	0	0	0	0	0	0	0	0
ENSG00000199373	0	0	0	0	0	0	0	0	0
ENSG00000199377	0	2	0	0	0	0	0	0	2
ENSG00000199378	0	0	0	0	0	0	0	0	0
ENSG00000199381	0	0	0	0	0	0	0	0	0
ENSG00000199385	0	0	0	0	0	0	0	0	0
ENSG00000199390	0	1	2	0	0	0	0	0	0
ENSG00000199392	0	0	0	0	0	0	0	0	0
ENSG00000199394	0	0	0	0	0	0	0	0	0
ENSG00000199395	0	0	0	0	0	0	0	0	0
ENSG00000199398	0	0	0	0	0	0	0	0	0
ENSG00000199400	0	0	1	1	0	0	0	1	0
ENSG00000199402	0	0	0	0	0	0	0	0	0
ENSG00000199404	0	0	0	0	0	0	0	0	0
ENSG00000199405	0	0	0	0	0	0	0	0	0
ENSG00000199407	0	0	0	0	0	0	0	0	0
ENSG00000199409	0	0	0	0	0	0	0	0	0
ENSG00000199410	0	0	0	0	0	0	0	0	0
ENSG00000199411	0	0	0	0	1	0	0	0	0
ENSG00000199415	0	0	1	0	0	0	0	0	0
ENSG00000199420	0	0	0	0	0	0	0	0	0
ENSG00000199422	0	0	0	0	0	0	0	0	0
ENSG00000199424	0	0	0	0	0	0	0	0	0
ENSG00000199426	0	0	0	0	0	0	0	0	0
ENSG00000199436	0	0	0	3	0	0	0	1	0
ENSG00000199440	0	0	0	0	0	0	0	0	0
ENSG00000199442	0	0	0	0	0	0	0	0	0
ENSG00000199444	0	0	0	0	0	0	0	0	0
ENSG00000199446	0	0	0	0	0	0	0	0	0
ENSG00000199448	0	0	0	0	0	0	0	0	0
ENSG00000199450	0	0	0	0	0	0	0	0	0
ENSG00000199454	0	0	0	0	0	0	0	0	0
ENSG00000199455	0	0	0	0	0	0	0	0	0
ENSG00000199458	5	1	0	0	0	0	0	0	0
ENSG00000199459	0	0	0	0	0	0	0	0	0
ENSG00000199460	1	0	0	0	0	0	0	0	0
ENSG00000199461	0	1	0	0	0	0	2	0	0
ENSG00000199466	0	1	3	0	0	0	0	0	0
ENSG00000199468	0	0	0	0	0	0	0	0	0
ENSG00000199469	0	0	0	0	0	0	0	0	0
ENSG00000199470	0	0	0	0	0	0	0	0	0
ENSG00000199471	1	2	0	0	0	3	0	0	6
ENSG00000199472	0	0	0	0	0	0	0	0	0
ENSG00000199473	0	0	0	0	0	0	0	0	0
ENSG00000199474	0	0	0	0	0	0	0	0	0
ENSG00000199475	0	0	0	0	0	0	0	0	0
ENSG00000199476	1	1	3	0	0	0	1	0	0
ENSG00000199477	6	0	3	5	4	6	4	4	2
ENSG00000199480	0	0	0	0	0	0	0	0	0
ENSG00000199482	0	0	0	0	0	0	0	0	0
ENSG00000199483	0	0	0	0	0	0	0	0	0
ENSG00000199487	0	0	0	0	0	0	0	0	0
ENSG00000199488	0	0	0	0	0	0	0	0	0
ENSG00000199489	0	0	0	0	0	0	0	0	0
ENSG00000199490	0	0	0	0	0	0	0	0	0
ENSG00000199492	0	0	0	0	0	0	0	0	0
ENSG00000199497	0	0	0	0	0	0	0	0	0
ENSG00000199506	0	2	6	1	2	0	8	1	1
ENSG00000199508	0	0	0	0	0	0	0	0	0
ENSG00000199509	4	0	0	1	3	0	2	3	0
ENSG00000199512	0	0	0	0	0	0	0	0	0
ENSG00000199514	0	0	0	0	0	0	0	0	0
ENSG00000199515	0	0	0	0	0	0	0	0	0
ENSG00000199516	0	0	0	0	0	0	0	0	0
ENSG00000199520	0	0	0	0	0	0	0	0	0
ENSG00000199523	0	0	0	0	0	0	0	0	0
ENSG00000199525	0	0	0	0	0	0	0	0	0
ENSG00000199529	0	0	0	0	0	0	0	0	0
ENSG00000199530	0	0	0	0	0	0	0	1	0
ENSG00000199535	0	0	0	0	0	0	0	0	0
ENSG00000199536	0	0	0	0	0	0	0	0	0
ENSG00000199540	0	0	0	0	0	0	0	0	0
ENSG00000199545	0	0	0	0	0	0	0	2	0
ENSG00000199546	2	2	7	11	0	1	3	3	0
ENSG00000199550	0	1	0	0	0	0	0	1	0
ENSG00000199551	0	0	0	0	0	0	0	0	0
ENSG00000199552	0	0	0	0	0	0	0	0	0
ENSG00000199556	0	0	0	0	0	0	0	0	0
ENSG00000199562	0	0	0	0	0	0	1	1	0
ENSG00000199564	0	0	0	0	0	0	0	0	0
ENSG00000199565	0	0	0	0	0	0	0	0	0
ENSG00000199566	0	0	0	0	0	0	0	0	0
ENSG00000199567	0	0	0	0	0	0	0	0	0
ENSG00000199568	0	0	2	0	8	0	5	0	4
ENSG00000199570	0	0	0	0	0	0	0	0	0
ENSG00000199571	0	0	0	0	0	0	0	0	0
ENSG00000199572	0	0	0	0	0	0	0	0	0
ENSG00000199574	0	0	0	0	0	0	0	0	0
ENSG00000199575	1	2	4	3	0	1	3	2	3
ENSG00000199577	0	0	0	0	0	0	0	0	0
ENSG00000199580	0	0	0	0	0	0	0	0	0
ENSG00000199584	0	0	0	0	0	0	0	0	0
ENSG00000199585	0	0	0	0	0	0	0	0	0
ENSG00000199591	0	0	0	0	0	0	0	0	0
ENSG00000199592	0	0	0	0	0	0	0	0	0
ENSG00000199593	2	0	0	0	0	11	0	0	4
ENSG00000199594	1	0	3	0	0	0	0	0	0
ENSG00000199595	0	0	0	0	0	0	0	0	0
ENSG00000199598	0	0	0	0	0	0	0	0	0
ENSG00000199601	0	0	0	0	0	0	0	0	0
ENSG00000199603	0	0	0	0	0	0	0	0	0
ENSG00000199605	0	1	0	0	0	0	0	0	0
ENSG00000199609	0	0	0	0	0	0	0	1	0
ENSG00000199620	0	0	0	0	0	0	0	0	0
ENSG00000199622	0	0	0	0	0	0	0	0	0
ENSG00000199626	0	0	0	0	0	0	0	0	0
ENSG00000199627	0	0	0	0	0	0	0	0	0
ENSG00000199629	0	0	0	0	0	0	0	0	0
ENSG00000199630	0	0	0	0	0	0	0	0	0
ENSG00000199631	1	0	5	2	5	8	11	3	14
ENSG00000199633	0	0	0	0	0	0	0	0	0
ENSG00000199634	0	0	0	0	0	0	0	0	0
ENSG00000199635	0	0	0	0	0	0	0	0	0
ENSG00000199636	0	0	0	0	0	0	0	0	0
ENSG00000199638	0	0	0	0	0	0	0	0	0
ENSG00000199640	0	0	0	0	0	0	0	0	0
ENSG00000199643	0	0	0	0	0	0	0	0	0
ENSG00000199645	0	0	0	6	1	0	0	0	0
ENSG00000199646	0	0	0	0	0	0	0	0	0
ENSG00000199652	0	0	0	0	0	0	0	0	0
ENSG00000199664	0	0	0	0	1	0	0	0	0
ENSG00000199666	0	0	0	0	0	0	0	0	0
ENSG00000199667	0	0	0	0	0	0	0	0	0
ENSG00000199668	0	0	0	0	0	0	0	0	0
ENSG00000199672	0	0	1	0	0	0	0	0	0
ENSG00000199673	0	0	0	0	0	2	0	0	6
ENSG00000199674	0	0	0	0	0	0	0	0	0
ENSG00000199676	0	1	0	0	2	0	0	0	0
ENSG00000199677	0	0	0	0	0	0	0	0	0
ENSG00000199683	0	0	0	0	0	0	0	0	0
ENSG00000199687	0	0	0	0	0	0	0	0	0
ENSG00000199691	1	0	1	1	2	0	0	1	0
ENSG00000199695	0	0	0	0	0	0	0	0	0
ENSG00000199697	2	2	0	4	0	0	6	0	1
ENSG00000199698	0	0	0	0	0	0	0	0	0
ENSG00000199700	0	0	0	0	0	0	0	0	0
ENSG00000199701	0	0	0	0	0	0	0	0	0
ENSG00000199702	0	0	0	0	0	0	0	0	0
ENSG00000199705	0	0	0	0	0	0	0	0	0
ENSG00000199709	0	0	2	0	0	0	0	0	0
ENSG00000199710	0	0	0	0	0	0	0	0	0
ENSG00000199711	0	0	0	0	0	0	0	0	0
ENSG00000199712	0	0	0	0	0	0	0	0	0
ENSG00000199713	0	0	0	0	0	0	0	0	0
ENSG00000199715	0	0	0	0	0	0	0	0	0
ENSG00000199716	0	0	0	0	0	0	0	0	0
ENSG00000199719	0	3	0	2	4	0	7	3	2
ENSG00000199728	0	0	0	0	0	0	0	0	0
ENSG00000199730	3	0	0	0	0	0	0	0	1
ENSG00000199731	0	1	0	0	0	0	0	0	0
ENSG00000199732	0	0	0	0	0	0	0	0	0
ENSG00000199733	0	0	0	0	0	0	0	0	0
ENSG00000199735	0	0	0	0	0	0	0	0	0
ENSG00000199739	0	0	0	0	0	0	0	0	0
ENSG00000199740	0	0	0	0	0	0	0	0	0
ENSG00000199744	22	25	32	23	53	12	36	15	34
ENSG00000199751	0	0	0	0	0	3	0	0	0
ENSG00000199753	24	20	3	12	24	11	8	26	14
ENSG00000199755	0	0	0	0	0	0	0	0	0
ENSG00000199756	0	0	0	0	0	0	0	0	0
ENSG00000199762	0	0	0	0	0	0	0	0	0
ENSG00000199764	0	0	0	0	0	0	0	0	0
ENSG00000199765	0	0	0	0	0	0	0	0	0
ENSG00000199767	0	0	0	0	0	0	0	0	0
ENSG00000199771	0	0	0	0	0	0	0	0	0
ENSG00000199773	0	0	0	0	0	0	0	0	0
ENSG00000199780	0	0	1	0	0	0	0	0	0
ENSG00000199781	0	0	0	0	0	0	0	0	0
ENSG00000199782	0	0	0	0	0	0	0	0	0
ENSG00000199783	0	0	0	0	0	0	0	0	0
ENSG00000199784	0	0	0	0	0	0	0	0	0
ENSG00000199785	2	4	3	1	3	0	0	2	3
ENSG00000199786	0	0	0	0	1	0	0	0	0
ENSG00000199787	0	0	0	0	0	0	0	0	0
ENSG00000199788	0	0	0	0	0	0	0	0	0
ENSG00000199790	0	0	0	0	0	0	0	0	0
ENSG00000199791	0	0	0	0	0	0	0	0	0
ENSG00000199792	0	0	0	0	0	0	0	0	0
ENSG00000199796	0	0	0	0	0	0	0	0	0
ENSG00000199797	0	0	0	0	0	0	0	0	0
ENSG00000199798	0	0	0	0	0	0	0	0	0
ENSG00000199801	0	0	0	0	0	0	0	0	0
ENSG00000199803	0	0	4	0	0	0	0	0	0
ENSG00000199804	4	0	3	0	4	0	1	1	1
ENSG00000199805	0	1	0	0	0	0	1	0	0
ENSG00000199806	1	0	0	0	0	0	0	0	0
ENSG00000199809	0	0	0	0	0	0	0	0	0
ENSG00000199812	0	0	0	0	0	0	0	0	0
ENSG00000199814	0	0	0	0	0	0	0	0	0
ENSG00000199815	0	0	0	0	0	0	0	0	0
ENSG00000199824	0	0	0	0	0	0	0	0	0
ENSG00000199827	0	0	0	0	0	0	0	0	0
ENSG00000199831	0	0	0	0	0	0	0	0	0
ENSG00000199832	0	0	0	0	0	0	0	0	0
ENSG00000199833	0	0	0	0	0	0	0	0	0
ENSG00000199836	0	0	0	0	0	0	0	0	4
ENSG00000199837	0	0	0	0	1	2	0	0	0
ENSG00000199839	0	0	0	0	0	0	0	0	0
ENSG00000199840	0	0	0	0	0	0	0	0	0
ENSG00000199843	0	0	0	0	0	0	0	0	0
ENSG00000199845	0	0	0	0	0	0	0	0	0
ENSG00000199846	0	2	0	0	0	0	0	1	0
ENSG00000199849	0	0	0	0	0	0	0	0	0
ENSG00000199851	0	0	0	0	0	0	0	0	0
ENSG00000199855	0	1	0	0	0	0	0	0	0
ENSG00000199856	0	0	0	0	0	0	0	0	0
ENSG00000199857	0	0	0	0	0	0	0	0	0
ENSG00000199858	0	0	0	0	0	0	0	0	0
ENSG00000199859	0	0	0	0	0	0	0	0	0
ENSG00000199862	0	0	0	0	0	0	0	0	0
ENSG00000199865	0	3	0	0	0	0	0	0	0
ENSG00000199866	0	0	0	0	0	0	0	0	0
ENSG00000199867	0	0	0	0	0	0	0	0	0
ENSG00000199872	0	0	0	0	0	0	0	0	0
ENSG00000199874	0	0	0	0	0	0	0	0	0
ENSG00000199875	0	0	0	0	0	0	0	0	0
ENSG00000199878	0	0	0	0	2	0	0	0	0
